PLAZA,fecha_apertura,Cliente Reagenda,INCUMPLIMIENTO FUERA DE TIEMPO,CONFIRMACION DE VISITA,Splitter,% incump. sobre total agendado
COATZA / MINA,2021-10-09,1,1,1,0,4
COATZA / MINA,2021-10-10,0,0,1,0,1
COATZA / MINA,2021-10-12,0,0,3,0,4
COATZA / MINA,2021-10-13,0,1,6,0,8
COATZA / MINA,2021-10-14,1,1,2,1,5
COATZA / MINA,2021-10-15,0,0,2,0,3
COATZA / MINA,2021-10-16,1,1,2,0,5
COATZA / MINA,2021-10-18,0,1,3,0,4
COATZA / MINA,2021-10-20,0,2,1,0,4
COATZA / MINA,2021-10-21,0,0,1,0,1
COATZA / MINA,2021-10-22,1,0,3,0,4
COATZA / MINA,2021-10-23,0,0,1,0,1
COATZA / MINA,2021-10-24,0,0,1,0,2
COATZA / MINA,2021-10-25,1,1,4,0,8
COATZA / MINA,2021-10-26,0,0,4,0,5
COATZA / MINA,2021-10-27,0,0,2,0,3
COATZA / MINA,2021-10-28,0,1,1,0,2
COATZA / MINA,2021-10-29,1,0,2,0,4
COATZA / MINA,2021-10-30,0,2,7,0,10
COATZA / MINA,2021-10-31,0,0,1,0,1
COATZA / MINA,2021-11-02,1,1,0,0,3
COATZA / MINA,2021-11-03,0,0,1,0,1
COATZA / MINA,2021-11-04,0,1,3,0,6
COATZA / MINA,2021-11-05,1,0,1,0,4
COATZA / MINA,2021-11-06,0,1,3,0,6
COATZA / MINA,2021-11-07,0,0,2,0,3
COATZA / MINA,2021-11-08,1,1,1,0,5
COATZA / MINA,2021-11-10,0,0,1,0,1
COATZA / MINA,2021-11-11,2,0,1,0,NA
COATZA / MINA,2021-11-12,0,0,1,0,1
COATZA / MINA,2021-11-13,2,1,4,0,9
COATZA / MINA,2021-11-14,0,0,1,0,1
COATZA / MINA,2021-11-15,3,4,2,0,11
COATZA / MINA,2021-11-16,2,5,3,0,10
COATZA / MINA,2021-11-17,0,4,7,0,10
COATZA / MINA,2021-11-18,2,3,6,0,10
COATZA / MINA,2021-11-19,2,1,1,0,4
COATZA / MINA,2021-11-20,0,2,2,0,4
COATZA / MINA,2021-11-22,1,0,0,0,1
COATZA / MINA,2021-11-23,2,0,3,0,7
COATZA / MINA,2021-11-24,1,2,1,0,4
COATZA / MINA,2021-11-25,1,1,4,0,5
COATZA / MINA,2021-11-26,0,0,1,0,NA
COATZA / MINA,2021-11-27,0,1,2,0,3
COATZA / MINA,2021-11-28,1,0,3,0,5
COATZA / MINA,2021-11-29,0,0,3,0,3
COATZA / MINA,2021-12-01,0,0,1,0,NA
COATZA / MINA,2021-12-02,0,1,0,0,1
COATZA / MINA,2021-12-03,0,1,3,0,NA
COATZA / MINA,2021-12-04,0,0,1,0,1
COATZA / MINA,2021-12-06,2,0,0,0,NA
COATZA / MINA,2021-12-08,0,0,1,0,2
COATZA / MINA,2021-12-10,0,0,3,0,5
COATZA / MINA,2021-12-11,0,1,0,0,2
COATZA / MINA,2021-12-14,0,0,1,0,1
COATZA / MINA,2021-12-15,1,0,0,0,1
COATZA / MINA,2021-12-17,0,2,1,0,3
COATZA / MINA,2021-12-18,0,0,3,0,3
COATZA / MINA,2021-12-19,1,0,0,0,2
COATZA / MINA,2021-12-20,0,2,3,0,7
COATZA / MINA,2021-12-21,0,3,3,0,NA
COATZA / MINA,2021-12-22,0,2,4,0,10
COATZA / MINA,2021-12-23,2,1,2,0,6
COATZA / MINA,2021-12-24,1,0,2,0,4
COATZA / MINA,2021-12-27,0,0,1,0,2
COATZA / MINA,2021-12-28,1,0,3,0,5
COATZA / MINA,2021-12-29,0,2,3,0,6
COATZA / MINA,2021-12-30,2,1,3,0,7
COATZA / MINA,2021-12-31,0,3,3,0,8
COATZA / MINA,2022-01-01,1,1,2,0,8
COATZA / MINA,2022-01-02,1,1,3,0,6
COATZA / MINA,2022-01-03,0,4,3,0,7
COATZA / MINA,2022-01-04,2,4,4,0,NA
COATZA / MINA,2022-01-05,0,1,0,0,1
COATZA / MINA,2022-01-06,1,0,1,0,2
COATZA / MINA,2022-01-07,1,0,3,0,4
COATZA / MINA,2022-01-08,0,0,1,0,1
COATZA / MINA,2022-01-11,0,0,3,0,3
COATZA / MINA,2022-01-12,0,1,2,0,3
COATZA / MINA,2022-01-13,0,0,3,0,3
COATZA / MINA,2022-01-15,1,0,2,0,4
COATZA / MINA,2022-01-16,0,0,3,0,NA
COATZA / MINA,2022-01-17,0,0,1,0,1
COATZA / MINA,2022-01-18,0,0,3,0,3
COATZA / MINA,2022-01-19,0,1,3,0,6
COATZA / MINA,2022-01-20,0,0,2,0,2
COATZA / MINA,2022-01-21,0,1,5,0,7
COATZA / MINA,2022-01-22,0,0,3,0,4
COATZA / MINA,2022-01-23,0,0,3,0,4
COATZA / MINA,2022-01-24,0,0,1,0,1
COATZA / MINA,2022-01-25,0,0,6,0,7
COATZA / MINA,2022-01-26,0,1,5,0,5
COATZA / MINA,2022-01-27,1,1,3,0,6
COATZA / MINA,2022-01-29,0,0,1,0,1
COATZA / MINA,2022-01-30,0,0,1,0,1
COATZA / MINA,2022-01-31,0,0,2,0,2
COATZA / MINA,2022-02-01,0,0,3,0,4
COATZA / MINA,2022-02-02,1,0,3,0,4
COATZA / MINA,2022-02-04,0,1,3,0,4
COATZA / MINA,2022-02-05,1,5,10,0,12
COATZA / MINA,2022-02-06,1,0,5,0,5
COATZA / MINA,2022-02-07,0,0,2,0,2
COATZA / MINA,2022-02-08,0,1,5,0,5
COATZA / MINA,2022-02-09,0,0,4,0,4
COATZA / MINA,2022-02-10,0,1,3,0,4
COATZA / MINA,2022-02-11,3,0,1,0,5
COATZA / MINA,2022-02-12,0,0,2,0,2
COATZA / MINA,2022-02-13,0,0,3,0,3
COATZA / MINA,2022-02-14,0,0,2,0,2
COATZA / MINA,2022-02-15,0,2,2,0,4
COATZA / MINA,2022-02-16,0,0,3,0,3
COATZA / MINA,2022-02-17,0,1,0,0,1
COATZA / MINA,2022-02-18,0,0,1,0,1
COATZA / MINA,2022-02-19,0,1,1,0,3
COATZA / MINA,2022-02-20,0,0,1,0,1
COATZA / MINA,2022-02-21,0,1,3,0,5
COLIMA / MANZANILLO,2021-11-11,0,0,1,0,NA
COLIMA / MANZANILLO,2021-11-15,0,1,0,0,NA
COLIMA / MANZANILLO,2021-11-23,1,0,0,0,NA
COLIMA / MANZANILLO,2021-11-25,0,0,1,0,50
COLIMA / MANZANILLO,2021-12-02,0,0,1,0,2
COLIMA / MANZANILLO,2021-12-03,0,0,1,0,NA
COLIMA / MANZANILLO,2021-12-04,0,0,1,0,4
COLIMA / MANZANILLO,2021-12-05,0,0,4,0,20
COLIMA / MANZANILLO,2021-12-06,0,0,1,0,NA
COLIMA / MANZANILLO,2021-12-08,0,0,1,0,6
COLIMA / MANZANILLO,2021-12-09,0,0,0,2,11
COLIMA / MANZANILLO,2021-12-10,1,0,1,0,15
COLIMA / MANZANILLO,2021-12-12,0,0,1,0,50
COLIMA / MANZANILLO,2021-12-13,0,1,2,0,23
COLIMA / MANZANILLO,2021-12-14,1,0,3,0,18
COLIMA / MANZANILLO,2021-12-15,0,0,1,0,2
COLIMA / MANZANILLO,2021-12-16,0,3,0,0,NA
COLIMA / MANZANILLO,2021-12-17,0,1,0,0,4
COLIMA / MANZANILLO,2021-12-18,0,0,1,0,3
COLIMA / MANZANILLO,2021-12-20,0,0,1,0,2
COLIMA / MANZANILLO,2021-12-21,1,0,2,0,NA
COLIMA / MANZANILLO,2021-12-22,0,4,4,0,16
COLIMA / MANZANILLO,2021-12-23,0,0,2,0,4
COLIMA / MANZANILLO,2021-12-26,0,1,0,0,3
COLIMA / MANZANILLO,2021-12-27,1,0,5,0,12
COLIMA / MANZANILLO,2021-12-28,3,0,4,0,13
COLIMA / MANZANILLO,2021-12-29,1,1,2,0,6
COLIMA / MANZANILLO,2021-12-30,0,0,0,1,1
COLIMA / MANZANILLO,2021-12-31,0,2,2,0,6
COLIMA / MANZANILLO,2022-01-03,0,0,1,0,2
COLIMA / MANZANILLO,2022-01-04,0,0,3,0,NA
COLIMA / MANZANILLO,2022-01-05,0,0,1,0,2
COLIMA / MANZANILLO,2022-01-06,1,1,2,0,6
COLIMA / MANZANILLO,2022-01-07,0,1,0,0,1
COLIMA / MANZANILLO,2022-01-08,2,0,0,0,4
COLIMA / MANZANILLO,2022-01-09,0,1,2,0,4
COLIMA / MANZANILLO,2022-01-10,4,4,11,0,NA
COLIMA / MANZANILLO,2022-01-11,1,0,3,0,4
COLIMA / MANZANILLO,2022-01-12,2,1,9,0,9
COLIMA / MANZANILLO,2022-01-13,0,0,2,0,3
COLIMA / MANZANILLO,2022-01-14,1,0,1,0,3
COLIMA / MANZANILLO,2022-01-15,3,0,3,0,9
COLIMA / MANZANILLO,2022-01-16,0,0,1,0,NA
COLIMA / MANZANILLO,2022-01-18,0,1,1,0,4
COLIMA / MANZANILLO,2022-01-19,0,1,2,0,7
COLIMA / MANZANILLO,2022-01-20,0,0,1,0,1
COLIMA / MANZANILLO,2022-01-25,0,2,2,0,8
COLIMA / MANZANILLO,2022-01-26,2,0,8,0,19
COLIMA / MANZANILLO,2022-01-27,1,0,0,0,2
COLIMA / MANZANILLO,2022-01-28,0,1,3,0,8
COLIMA / MANZANILLO,2022-01-30,0,1,1,0,4
COLIMA / MANZANILLO,2022-01-31,0,0,1,0,2
COLIMA / MANZANILLO,2022-02-01,0,0,1,0,2
COLIMA / MANZANILLO,2022-02-02,1,0,0,0,3
COLIMA / MANZANILLO,2022-02-05,0,0,1,0,3
COLIMA / MANZANILLO,2022-02-07,0,0,1,0,4
COLIMA / MANZANILLO,2022-02-08,0,0,1,0,3
COLIMA / MANZANILLO,2022-02-09,0,0,1,0,2
COLIMA / MANZANILLO,2022-02-10,0,2,1,0,7
COLIMA / MANZANILLO,2022-02-12,0,0,1,1,5
COLIMA / MANZANILLO,2022-02-13,1,0,0,0,3
COLIMA / MANZANILLO,2022-02-14,1,0,0,0,2
COLIMA / MANZANILLO,2022-02-16,0,0,1,0,2
COLIMA / MANZANILLO,2022-02-18,0,1,1,0,4
COLIMA / MANZANILLO,2022-02-19,1,0,0,0,3
COLIMA / MANZANILLO,2022-02-21,0,0,2,0,5
CORDOBA / ORIZABA,2021-08-16,0,0,2,0,2
CORDOBA / ORIZABA,2021-08-17,0,1,1,0,2
CORDOBA / ORIZABA,2021-08-19,0,0,3,0,3
CORDOBA / ORIZABA,2021-08-20,0,0,1,0,1
CORDOBA / ORIZABA,2021-08-21,1,0,2,0,2
CORDOBA / ORIZABA,2021-08-22,0,0,1,0,1
CORDOBA / ORIZABA,2021-08-24,0,0,1,0,1
CORDOBA / ORIZABA,2021-08-25,1,0,1,0,2
CORDOBA / ORIZABA,2021-08-26,0,0,1,0,1
CORDOBA / ORIZABA,2021-08-27,1,0,2,0,3
CORDOBA / ORIZABA,2021-08-29,0,0,1,0,1
CORDOBA / ORIZABA,2021-08-30,0,0,3,0,3
CORDOBA / ORIZABA,2021-08-31,0,1,2,0,2
CORDOBA / ORIZABA,2021-09-01,0,2,5,0,6
CORDOBA / ORIZABA,2021-09-02,1,1,5,0,5
CORDOBA / ORIZABA,2021-09-03,0,3,8,0,8
CORDOBA / ORIZABA,2021-09-04,1,4,4,0,7
CORDOBA / ORIZABA,2021-09-05,0,2,6,0,11
CORDOBA / ORIZABA,2021-09-06,1,1,13,0,10
CORDOBA / ORIZABA,2021-09-07,0,1,4,0,4
CORDOBA / ORIZABA,2021-09-08,1,0,5,0,4
CORDOBA / ORIZABA,2021-09-09,2,1,3,0,5
CORDOBA / ORIZABA,2021-09-10,0,0,1,0,1
CORDOBA / ORIZABA,2021-09-11,1,3,4,0,6
CORDOBA / ORIZABA,2021-09-12,0,1,4,0,4
CORDOBA / ORIZABA,2021-09-13,0,0,3,0,2
CORDOBA / ORIZABA,2021-09-14,0,0,1,0,1
CORDOBA / ORIZABA,2021-09-15,0,0,2,0,2
CORDOBA / ORIZABA,2021-09-16,0,0,4,0,4
CORDOBA / ORIZABA,2021-09-17,0,0,1,0,1
CORDOBA / ORIZABA,2021-09-18,0,0,1,0,1
CORDOBA / ORIZABA,2021-09-19,0,0,2,0,2
CORDOBA / ORIZABA,2021-09-20,0,2,7,0,7
CORDOBA / ORIZABA,2021-09-21,0,1,2,0,2
CORDOBA / ORIZABA,2021-09-22,1,0,3,0,3
CORDOBA / ORIZABA,2021-09-23,0,1,2,0,3
CORDOBA / ORIZABA,2021-09-24,1,3,3,0,6
CORDOBA / ORIZABA,2021-09-26,0,0,1,0,1
CORDOBA / ORIZABA,2021-09-28,0,0,1,0,1
CORDOBA / ORIZABA,2021-09-29,2,0,0,0,2
CORDOBA / ORIZABA,2021-09-30,0,0,2,0,2
CORDOBA / ORIZABA,2021-10-01,1,1,2,0,3
CORDOBA / ORIZABA,2021-10-02,1,0,1,0,2
CORDOBA / ORIZABA,2021-10-04,0,0,0,1,1
CORDOBA / ORIZABA,2021-10-05,1,0,0,0,1
CORDOBA / ORIZABA,2021-10-06,1,0,2,0,2
CORDOBA / ORIZABA,2021-10-07,0,0,2,0,2
CORDOBA / ORIZABA,2021-10-08,1,0,1,0,2
CORDOBA / ORIZABA,2021-10-09,0,0,2,0,2
CORDOBA / ORIZABA,2021-10-10,0,1,1,0,3
CORDOBA / ORIZABA,2021-10-11,0,0,2,0,2
CORDOBA / ORIZABA,2021-10-12,1,0,1,0,2
CORDOBA / ORIZABA,2021-10-13,0,0,2,0,2
CORDOBA / ORIZABA,2021-10-14,0,0,2,0,2
CORDOBA / ORIZABA,2021-10-15,1,0,0,0,1
CORDOBA / ORIZABA,2021-10-16,1,0,0,0,1
CORDOBA / ORIZABA,2021-10-18,0,0,1,1,2
CORDOBA / ORIZABA,2021-10-19,0,0,1,0,1
CORDOBA / ORIZABA,2021-10-20,0,0,3,1,4
CORDOBA / ORIZABA,2021-10-21,0,1,1,0,2
CORDOBA / ORIZABA,2021-10-22,0,0,1,0,1
CORDOBA / ORIZABA,2021-10-23,1,0,0,0,1
CORDOBA / ORIZABA,2021-10-24,0,0,2,0,2
CORDOBA / ORIZABA,2021-10-26,1,1,4,0,5
CORDOBA / ORIZABA,2021-10-27,0,0,1,0,1
CORDOBA / ORIZABA,2021-10-28,0,1,2,0,2
CORDOBA / ORIZABA,2021-10-29,0,0,1,0,1
CORDOBA / ORIZABA,2021-10-30,1,2,1,0,3
CORDOBA / ORIZABA,2021-10-31,0,1,0,0,1
CORDOBA / ORIZABA,2021-11-01,0,0,3,0,3
CORDOBA / ORIZABA,2021-11-02,1,0,2,0,3
CORDOBA / ORIZABA,2021-11-04,2,0,1,0,3
CORDOBA / ORIZABA,2021-11-05,0,0,1,0,1
CORDOBA / ORIZABA,2021-11-06,0,1,0,0,1
CORDOBA / ORIZABA,2021-11-07,0,0,1,0,1
CORDOBA / ORIZABA,2021-11-08,0,0,2,0,2
CORDOBA / ORIZABA,2021-11-09,0,0,2,0,2
CORDOBA / ORIZABA,2021-11-10,0,0,2,0,2
CORDOBA / ORIZABA,2021-11-11,1,0,2,0,NA
CORDOBA / ORIZABA,2021-11-12,0,0,6,0,4
CORDOBA / ORIZABA,2021-11-13,1,1,2,0,3
CORDOBA / ORIZABA,2021-11-14,3,0,2,0,5
CORDOBA / ORIZABA,2021-11-15,1,0,1,0,1
CORDOBA / ORIZABA,2021-11-16,3,0,7,0,6
CORDOBA / ORIZABA,2021-11-17,1,1,2,0,3
CORDOBA / ORIZABA,2021-11-18,1,0,5,0,4
CORDOBA / ORIZABA,2021-11-19,1,1,3,0,4
CORDOBA / ORIZABA,2021-11-20,2,0,2,0,3
CORDOBA / ORIZABA,2021-11-22,0,0,3,0,2
CORDOBA / ORIZABA,2021-11-23,1,0,2,0,2
CORDOBA / ORIZABA,2021-11-24,0,1,1,0,2
CORDOBA / ORIZABA,2021-11-25,0,2,3,0,3
CORDOBA / ORIZABA,2021-11-26,0,0,4,0,NA
CORDOBA / ORIZABA,2021-11-27,0,0,3,0,2
CORDOBA / ORIZABA,2021-11-29,1,1,3,0,4
CORDOBA / ORIZABA,2021-11-30,0,0,1,0,1
CORDOBA / ORIZABA,2021-12-01,0,1,3,0,NA
CORDOBA / ORIZABA,2021-12-02,0,0,3,0,3
CORDOBA / ORIZABA,2021-12-03,0,1,3,0,NA
CORDOBA / ORIZABA,2021-12-04,0,0,1,0,1
CORDOBA / ORIZABA,2021-12-06,1,0,1,0,NA
CORDOBA / ORIZABA,2021-12-07,0,1,1,0,2
CORDOBA / ORIZABA,2021-12-08,1,0,3,0,4
CORDOBA / ORIZABA,2021-12-09,1,1,1,0,3
CORDOBA / ORIZABA,2021-12-11,2,1,2,0,4
CORDOBA / ORIZABA,2021-12-12,1,0,0,0,1
CORDOBA / ORIZABA,2021-12-13,0,0,1,0,1
CORDOBA / ORIZABA,2021-12-15,0,0,2,0,2
CORDOBA / ORIZABA,2021-12-16,1,0,1,0,NA
CORDOBA / ORIZABA,2021-12-17,0,0,1,0,1
CORDOBA / ORIZABA,2021-12-18,0,1,1,0,2
CORDOBA / ORIZABA,2021-12-19,1,0,0,0,1
CORDOBA / ORIZABA,2021-12-20,0,0,1,0,1
CORDOBA / ORIZABA,2021-12-21,0,0,1,0,NA
CORDOBA / ORIZABA,2021-12-22,0,0,2,0,2
CORDOBA / ORIZABA,2021-12-23,1,1,8,0,7
CORDOBA / ORIZABA,2021-12-24,1,1,4,0,6
CORDOBA / ORIZABA,2021-12-25,0,0,3,0,4
CORDOBA / ORIZABA,2021-12-26,0,0,1,0,1
CORDOBA / ORIZABA,2021-12-27,0,0,1,0,1
CORDOBA / ORIZABA,2021-12-28,0,0,2,0,1
CORDOBA / ORIZABA,2021-12-29,1,0,1,0,1
CORDOBA / ORIZABA,2021-12-30,1,0,3,0,3
CORDOBA / ORIZABA,2021-12-31,0,0,1,0,1
CORDOBA / ORIZABA,2022-01-01,0,0,1,0,3
CORDOBA / ORIZABA,2022-01-04,1,1,0,0,NA
CORDOBA / ORIZABA,2022-01-05,0,0,1,0,1
CORDOBA / ORIZABA,2022-01-07,0,1,2,0,2
CORDOBA / ORIZABA,2022-01-08,1,1,0,0,2
CORDOBA / ORIZABA,2022-01-09,1,0,0,0,1
CORDOBA / ORIZABA,2022-01-10,0,0,3,0,NA
CORDOBA / ORIZABA,2022-01-11,0,0,1,0,1
CORDOBA / ORIZABA,2022-01-12,0,0,1,0,1
CORDOBA / ORIZABA,2022-01-13,0,0,2,0,2
CORDOBA / ORIZABA,2022-01-14,2,0,0,0,2
CORDOBA / ORIZABA,2022-01-15,0,0,4,0,3
CORDOBA / ORIZABA,2022-01-18,0,0,1,0,1
CORDOBA / ORIZABA,2022-01-19,1,0,0,0,1
CORDOBA / ORIZABA,2022-01-21,1,0,3,0,3
CORDOBA / ORIZABA,2022-01-22,2,0,0,0,2
CORDOBA / ORIZABA,2022-01-23,1,0,2,0,3
CORDOBA / ORIZABA,2022-01-24,0,0,3,0,3
CORDOBA / ORIZABA,2022-01-25,0,1,0,0,1
CORDOBA / ORIZABA,2022-01-26,1,1,1,0,2
CORDOBA / ORIZABA,2022-01-27,0,0,1,0,1
CORDOBA / ORIZABA,2022-01-29,0,0,2,0,2
CORDOBA / ORIZABA,2022-01-31,0,0,2,0,2
CORDOBA / ORIZABA,2022-02-01,0,0,2,0,1
CORDOBA / ORIZABA,2022-02-02,1,0,1,0,2
CORDOBA / ORIZABA,2022-02-04,0,0,1,0,1
CORDOBA / ORIZABA,2022-02-05,2,0,4,0,5
CORDOBA / ORIZABA,2022-02-08,0,1,1,0,2
CORDOBA / ORIZABA,2022-02-10,0,0,2,0,2
CORDOBA / ORIZABA,2022-02-11,0,0,2,0,2
CORDOBA / ORIZABA,2022-02-12,0,0,2,0,2
CORDOBA / ORIZABA,2022-02-13,0,0,1,0,1
CORDOBA / ORIZABA,2022-02-14,1,0,2,0,3
CORDOBA / ORIZABA,2022-02-15,0,0,1,0,1
CORDOBA / ORIZABA,2022-02-16,0,0,2,0,2
CORDOBA / ORIZABA,2022-02-17,0,0,2,0,2
CORDOBA / ORIZABA,2022-02-19,0,2,0,0,2
CUERNAVACA,2021-08-16,3,1,8,0,5
CUERNAVACA,2021-08-17,2,2,9,0,6
CUERNAVACA,2021-08-18,3,6,17,0,11
CUERNAVACA,2021-08-19,1,3,11,0,6
CUERNAVACA,2021-08-20,1,2,7,0,4
CUERNAVACA,2021-08-21,2,6,14,0,9
CUERNAVACA,2021-08-22,0,4,8,0,6
CUERNAVACA,2021-08-23,0,2,6,0,4
CUERNAVACA,2021-08-24,2,0,9,0,5
CUERNAVACA,2021-08-25,3,0,12,2,7
CUERNAVACA,2021-08-26,6,2,14,1,10
CUERNAVACA,2021-08-27,3,0,9,0,4
CUERNAVACA,2021-08-28,0,2,11,0,5
CUERNAVACA,2021-08-29,1,1,10,0,5
CUERNAVACA,2021-08-30,1,2,11,3,7
CUERNAVACA,2021-08-31,1,0,20,1,9
CUERNAVACA,2021-09-01,1,5,10,3,8
CUERNAVACA,2021-09-02,4,5,20,1,12
CUERNAVACA,2021-09-03,4,4,21,0,10
CUERNAVACA,2021-09-04,0,9,13,1,8
CUERNAVACA,2021-09-05,0,8,14,0,10
CUERNAVACA,2021-09-06,2,6,17,0,10
CUERNAVACA,2021-09-07,1,3,21,0,9
CUERNAVACA,2021-09-08,3,6,16,1,10
CUERNAVACA,2021-09-09,7,6,16,0,10
CUERNAVACA,2021-09-10,3,5,25,0,11
CUERNAVACA,2021-09-11,4,0,19,0,8
CUERNAVACA,2021-09-12,4,2,12,0,7
CUERNAVACA,2021-09-13,3,9,19,1,11
CUERNAVACA,2021-09-14,1,6,22,0,8
CUERNAVACA,2021-09-15,5,7,27,1,15
CUERNAVACA,2021-09-16,0,2,21,0,9
CUERNAVACA,2021-09-17,3,12,16,0,10
CUERNAVACA,2021-09-18,4,2,14,1,8
CUERNAVACA,2021-09-19,0,2,11,0,5
CUERNAVACA,2021-09-20,2,4,18,1,9
CUERNAVACA,2021-09-21,1,5,31,0,14
CUERNAVACA,2021-09-22,2,6,13,0,7
CUERNAVACA,2021-09-23,2,5,14,0,9
CUERNAVACA,2021-09-24,1,2,15,5,8
CUERNAVACA,2021-09-25,2,12,25,0,12
CUERNAVACA,2021-09-26,0,6,18,0,8
CUERNAVACA,2021-09-27,0,2,11,0,4
CUERNAVACA,2021-09-28,0,0,7,0,3
CUERNAVACA,2021-09-29,2,4,6,1,4
CUERNAVACA,2021-09-30,0,3,13,0,6
CUERNAVACA,2021-10-01,1,5,6,0,5
CUERNAVACA,2021-10-02,1,3,11,0,6
CUERNAVACA,2021-10-03,3,1,10,0,6
CUERNAVACA,2021-10-04,3,3,8,1,7
CUERNAVACA,2021-10-05,0,1,8,0,3
CUERNAVACA,2021-10-06,3,2,5,0,3
CUERNAVACA,2021-10-07,1,2,13,0,6
CUERNAVACA,2021-10-08,7,0,7,0,5
CUERNAVACA,2021-10-09,1,2,17,0,8
CUERNAVACA,2021-10-10,1,0,5,1,3
CUERNAVACA,2021-10-11,1,0,5,1,3
CUERNAVACA,2021-10-12,5,1,8,0,5
CUERNAVACA,2021-10-13,4,1,8,0,5
CUERNAVACA,2021-10-14,0,0,6,0,2
CUERNAVACA,2021-10-15,3,1,8,0,4
CUERNAVACA,2021-10-16,0,5,2,0,3
CUERNAVACA,2021-10-17,1,2,4,0,4
CUERNAVACA,2021-10-18,2,0,8,0,4
CUERNAVACA,2021-10-19,1,2,10,0,5
CUERNAVACA,2021-10-20,5,0,10,1,6
CUERNAVACA,2021-10-21,0,0,3,0,1
CUERNAVACA,2021-10-22,3,3,6,0,5
CUERNAVACA,2021-10-23,2,2,3,0,3
CUERNAVACA,2021-10-24,0,1,3,0,2
CUERNAVACA,2021-10-25,0,2,3,0,2
CUERNAVACA,2021-10-26,4,0,5,0,4
CUERNAVACA,2021-10-27,1,1,10,0,4
CUERNAVACA,2021-10-28,2,3,15,0,8
CUERNAVACA,2021-10-29,1,1,8,0,4
CUERNAVACA,2021-10-30,3,1,14,0,7
CUERNAVACA,2021-10-31,3,2,7,0,6
CUERNAVACA,2021-11-01,1,2,11,1,7
CUERNAVACA,2021-11-02,1,2,1,0,2
CUERNAVACA,2021-11-03,3,0,9,0,5
CUERNAVACA,2021-11-04,8,0,4,0,4
CUERNAVACA,2021-11-05,2,1,4,0,3
CUERNAVACA,2021-11-06,0,0,11,0,4
CUERNAVACA,2021-11-07,0,1,2,0,1
CUERNAVACA,2021-11-08,2,1,4,0,3
CUERNAVACA,2021-11-09,0,1,1,0,1
CUERNAVACA,2021-11-10,1,0,6,0,3
CUERNAVACA,2021-11-11,3,2,7,0,NA
CUERNAVACA,2021-11-12,2,0,13,0,6
CUERNAVACA,2021-11-13,1,2,9,0,4
CUERNAVACA,2021-11-14,1,0,7,0,3
CUERNAVACA,2021-11-15,2,2,12,0,5
CUERNAVACA,2021-11-16,2,2,15,0,6
CUERNAVACA,2021-11-17,4,4,14,0,7
CUERNAVACA,2021-11-18,3,1,8,0,4
CUERNAVACA,2021-11-19,2,2,9,0,5
CUERNAVACA,2021-11-20,1,2,6,0,3
CUERNAVACA,2021-11-21,3,1,4,0,4
CUERNAVACA,2021-11-22,1,0,8,0,3
CUERNAVACA,2021-11-23,1,0,1,0,1
CUERNAVACA,2021-11-24,1,2,4,0,2
CUERNAVACA,2021-11-25,3,0,4,0,2
CUERNAVACA,2021-11-26,1,0,9,0,NA
CUERNAVACA,2021-11-27,1,1,14,1,6
CUERNAVACA,2021-11-28,0,3,8,0,4
CUERNAVACA,2021-11-29,2,1,6,0,3
CUERNAVACA,2021-11-30,2,2,6,0,3
CUERNAVACA,2021-12-01,2,3,8,0,NA
CUERNAVACA,2021-12-02,0,4,10,0,5
CUERNAVACA,2021-12-03,1,3,13,0,NA
CUERNAVACA,2021-12-04,6,2,10,0,7
CUERNAVACA,2021-12-05,3,1,2,0,2
CUERNAVACA,2021-12-06,2,1,7,0,NA
CUERNAVACA,2021-12-07,2,0,5,0,3
CUERNAVACA,2021-12-08,1,0,9,0,4
CUERNAVACA,2021-12-09,0,1,2,0,1
CUERNAVACA,2021-12-10,2,2,3,0,3
CUERNAVACA,2021-12-11,1,0,6,0,3
CUERNAVACA,2021-12-12,0,1,4,0,3
CUERNAVACA,2021-12-13,2,2,2,0,2
CUERNAVACA,2021-12-14,1,1,10,0,5
CUERNAVACA,2021-12-15,2,2,8,0,5
CUERNAVACA,2021-12-16,2,2,7,0,NA
CUERNAVACA,2021-12-17,1,1,4,1,3
CUERNAVACA,2021-12-18,1,3,14,0,7
CUERNAVACA,2021-12-19,1,1,3,0,2
CUERNAVACA,2021-12-20,0,2,3,0,2
CUERNAVACA,2021-12-21,3,3,7,0,NA
CUERNAVACA,2021-12-22,0,1,5,0,2
CUERNAVACA,2021-12-23,0,1,6,0,2
CUERNAVACA,2021-12-24,2,0,5,0,3
CUERNAVACA,2021-12-25,0,0,3,0,3
CUERNAVACA,2021-12-26,1,1,5,0,4
CUERNAVACA,2021-12-27,1,0,2,0,1
CUERNAVACA,2021-12-28,2,0,3,0,2
CUERNAVACA,2021-12-29,0,3,5,0,3
CUERNAVACA,2021-12-30,3,1,11,0,5
CUERNAVACA,2021-12-31,2,1,10,0,6
CUERNAVACA,2022-01-01,1,2,8,0,10
CUERNAVACA,2022-01-02,0,0,4,0,2
CUERNAVACA,2022-01-03,2,1,8,0,5
CUERNAVACA,2022-01-04,0,1,11,0,NA
CUERNAVACA,2022-01-05,2,0,6,0,3
CUERNAVACA,2022-01-06,0,2,4,0,3
CUERNAVACA,2022-01-07,2,1,8,0,4
CUERNAVACA,2022-01-08,1,2,5,0,3
CUERNAVACA,2022-01-09,1,1,3,0,2
